Name,Rating History,Rating,Started,Retired,Races,Seasons,Points,Points Per Race,Championship Points,Championship Points Per Race,Wins,Wins Per Race,Podiums,Podiums Per Race,World Championships,World Championship Years,Best Performer,Best Rookie,Breakthrough,Peak,Provisional Rating History,Provisional Score,Provisional Average Ratings
Max Verstappen,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1465.2831330939257, 1448.5589341838875, 1442.4624693680064, 1450.4887468651136, 1441.922342115916, 1457.9764092443174, 1462.8883057384703, 1459.8092307649963, 1464.0834692610063, 1465.4339438206525, 1465.7197036275402, 1476.651614418215, 1475.3245563929909, 1474.1945394585077, 1460.5264701178269, 1460.5264701178269, 1460.661962127746, 1467.6797265372468, 1469.2246359078756, 1453.6649895270393, 1479.1832617605853, 1465.0047736345239, 1476.509535940905, 1477.7054475516693, 1492.6085590722603, 1504.6390457259527, 1506.4546125799582, 1512.913532526687, 1503.2367031924077, 1501.1523874752518, 1501.4033622513273, 1511.5792665524712, 1519.957676900798, 1493.463849029564, 1499.5424464066402, 1507.4811447287143, 1510.9889678303493, 1510.9889678303493, 1510.79324844755, 1515.4952811436556, 1488.6317024152968, 1492.5419392624347, 1467.1146069423041, 1476.0078954611986, 1457.1817635467648, 1442.0036496037994, 1419.7506304835983, 1439.593064832311, 1453.5567421882017, 1436.0471506569406, 1441.8863616119993, 1426.5810194992403, 1457.9092650935763, 1476.1438505841143, 1484.7683020010713, 1504.3590506688088, 1505.3903649228232, 1506.1581448452478, 1506.1581448452478, 1504.857744964502, 1477.3438986952967, 1483.768285300455, 1467.9899175814596, 1481.1760017581012, 1479.9249694144687, 1491.871405279074, 1504.4929750811675, 1521.7616737911899, 1502.0648446371613, 1506.6718469600737, 1479.4084796825427, 1491.1442940674895, 1495.594408157265, 1507.1724735186413, 1508.6437908478995, 1514.8374715121595, 1522.9627696316234, 1536.7610191873075, 1541.4888426446414, 1542.5539189230892, 1542.5539189230892, 1543.2659103649423, 1540.7806197481605, 1538.3381095096584, 1536.6595518306337, 1538.02973200412, 1538.1211332679115, 1536.1828536181358, 1536.5373587528252, 1549.8416147014489, 1546.2068591686764, 1558.0726293431037, 1561.3191974462916, 1520.1374801380018, 1515.033554901093, 1521.776658462833, 1524.3235876383328, 1498.408333731891, 1501.0601818436526, 1510.1780596216292, 1527.6033267446958, 1535.0303470053652, 1535.0303470053652, 1497.1424766491807, 1506.6035082924086, 1517.2769657658005, 1525.7627538320257, 1539.8068788918213, 1545.6334808756544, 1547.5720253609104, 1521.2083342119995, 1492.9185311731346, 1506.7095607314411, 1517.761024630014, 1523.857835790287, 1500.8901974982628, 1502.9391243668406, 1514.5858901226331, 1485.1911066824316, 1507.0640004450868, 1507.0640004450868, 1516.501361420215, 1531.3316254036254, 1536.7825566330625, 1541.4817147585209, 1552.7025760924773, 1522.515265505945, 1537.853435084688, 1550.6953488451668, 1561.6579726010957, 1520.1766342733813, 1512.68236020808, 1529.414584205611, 1542.981523069154, 1513.4905510519113, 1522.8024724820998, 1530.4677049928837, 1543.8433513043176, 1555.1889204111103, 1557.99143716063, 1560.3979446615099, 1562.4736491566193, 1571.7739710890985, 1571.7739710890985, 1535.9121230699016, 1549.040889444775, 1518.7264232586306, 1533.8129231061625, 1546.4377843638088, 1557.9449532551714, 1557.8728408735467, 1567.7581922652366, 1576.4197829591938, 1565.1116789931634, 1566.9908391739432, 1575.6147692307259, 1583.277965541015, 1590.1601430684045, 1596.399015659238, 1601.9515129912547, 1588.1489732102063, 1594.4305096440942, 1600.1666616898917, 1605.4437804806894, 1593.33156936988, 1599.117764146566, 1599.117764146566, 1604.2047408908797, 1601.937860230763, 1606.7958148437046, 1604.2678126970127, 1609.1679454138489, 1614.2344166470532, 1618.9421783271898, 1623.3348915493295, 1627.4521518815147, 1631.326708466361, 1635.0128438914378, 1638.5028888672873, 1641.7361329276798, 1644.8027381674917, 1632.7255707072175, 1636.1703471628173, 1639.4182743109004, 1642.5919023190215, 1645.6191115341346, 1648.5161083720345, 1651.2942228730496, 1653.9642782677874, 1653.9642782677874, 1656.532768316248, 1658.8394128820794, 1610.3055490034865, 1615.1283136840427, 1619.6187421593743, 1616.8198784996487, 1621.1860211205073, 1608.277379246395, 1613.1909770571854, 1617.7620606613827, 1607.0310663416792, 1604.9940764751036, 1595.0814290766095, 1587.9082944355096, 1587.3179097508194, 1576.8125300745237, 1569.0832119930774, 1570.1161813605152, 1570.1161813605152]",1570.1161813605152,True,False,203,10,2236,11.014778325123153,2806,13.822660098522167,61,0.30049261083743845,109,0.5369458128078818,3,"[2022, 2023, 2024]",[2021],2015.0,,1658.8394128820794,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1460.0485635380085, 1463.725505040481, 1458.1515762185456, 1454.3849891834013, 1455.1089711581483, 1465.2831330939257, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",12.717702419721826,7262.82715337102
Lewis Hamilton,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1557.5676885107039, 1564.623911704657, 1570.8396597776048, 1566.6634451679647, 1562.8247452100518, 1546.3344588503887, 1554.5814370833336, 1546.9499057818978, 1548.1025613162328, 1543.1241591155251, 1551.9108949840968, 1521.725413347498, 1514.071394707435, 1514.071394707435, 1526.2605860291633, 1521.8169208785441, 1505.9988626360796, 1509.4382648965393, 1516.4724163474218, 1530.0021946778666, 1497.4742600480295, 1490.001555819591, 1507.764607170711, 1522.388232933921, 1519.667928260171, 1525.2769239215718, 1526.9971534621914, 1519.4066140209663, 1521.8364034160804, 1505.8393443740026, 1520.1994694663924, 1517.2815812074682, 1517.2815812074682, 1478.7486191462874, 1478.4495818309235, 1480.130821981845, 1485.286719838081, 1479.4558570706306, 1470.2000588806557, 1460.5717642978434, 1446.696585975635, 1430.44176885145, 1458.4393336714281, 1473.1717989592744, 1454.065781230642, 1449.0616397157423, 1473.0220909424713, 1482.664358981895, 1490.1833463829983, 1462.2102042552524, 1462.2102042552524, 1472.5794072378098, 1474.2721394284438, 1475.6946069908597, 1486.9747754621967, 1478.0251360181892, 1482.2537949207988, 1500.634116214549, 1515.7605165100056, 1521.461036934338, 1526.17022072545, 1524.109637926968, 1499.2767680802162, 1514.0956912169434, 1482.5704826041886, 1466.529029561653, 1472.1233035069117, 1484.5991449937783, 1488.8897365375203, 1498.371041834099, 1498.371041834099, 1506.3390882563567, 1498.2694131024195, 1512.5221397165922, 1511.5481656748925, 1516.7153569806578, 1511.9891492769348, 1473.967049685512, 1480.2461835787562, 1485.5782266619306, 1503.1032757634557, 1504.506126957217, 1477.5648493504393, 1483.2267869358502, 1486.1615247371137, 1488.5465527881265, 1498.4913076557684, 1494.7457238706354, 1510.5333750307345, 1482.7814251652208, 1482.7814251652208, 1491.4019259350198, 1497.7012769323983, 1502.84533827418, 1496.100654061898, 1490.4773005986099, 1492.5603399208444, 1509.2168273983013, 1489.071880331254, 1485.2154859146851, 1451.9762322573447, 1475.9414242366367, 1451.266094680882, 1474.9605356580696, 1443.2539138011705, 1453.5474309213698, 1452.7591232236991, 1463.04677960706, 1446.2841665070082, 1470.6968876204396, 1454.3717787945347, 1454.3717787945347, 1462.1808686514662, 1473.3324786428223, 1482.1216392774108, 1484.39219048185, 1476.3995679712998, 1483.642927496325, 1492.478012133523, 1496.656950009934, 1498.0513446666612, 1514.1397658458218, 1517.555596826031, 1507.4087963117333, 1506.7893267770985, 1506.2227833641193, 1479.7071743736453, 1481.7562109750857, 1481.3831831159494, 1486.7427074927025, 1481.100921609149, 1481.100921609149, 1461.4720472105075, 1483.1850446724568, 1500.6045987493728, 1515.0524757383732, 1527.2058330931657, 1531.9233034583976, 1508.9406532035568, 1516.2960025087416, 1529.4408850684763, 1530.6414936549304, 1531.6298252311908, 1504.3934875948953, 1519.2774657587797, 1531.7954515135307, 1542.5187658675254, 1552.1213212958003, 1561.8330392837065, 1563.3747025177931, 1571.0291155041198, 1571.0291155041198, 1577.9437503131364, 1576.7932373033786, 1582.6432670463903, 1587.9776510747888, 1585.977944066874, 1582.1646066146582, 1588.8448408098066, 1587.916379730001, 1594.048516827314, 1582.6654706931026, 1589.2307108328296, 1595.2181951305831, 1559.6283259948816, 1568.341306382729, 1576.217341345644, 1583.161492217183, 1582.4214552698838, 1581.718706089381, 1581.1870862109736, 1581.1870862109736, 1580.364783352075, 1576.5727111100134, 1564.062729265096, 1564.8448107689276, 1528.5678410586565, 1541.7296576707797, 1552.9390090634474, 1547.652864653736, 1557.989975315364, 1567.028875377666, 1575.0368597981599, 1582.214037185653, 1578.706919948897, 1578.483137597514, 1575.2632834278609, 1546.3279719108968, 1546.574068919538, 1557.18419773998, 1566.4481166327041, 1574.6486153043663, 1581.9907735439995, 1581.9907735439995, 1581.0381346840024, 1587.0965695906937, 1585.7594708258923, 1578.5852489697745, 1585.2035176932122, 1572.4466230352136, 1579.8812666201113, 1571.585200832161, 1566.0672278194763, 1574.0986192773819, 1568.2084583852297, 1576.0294907316488, 1583.0549394977957, 1589.425361553218, 1588.1509333464828, 1593.9498459172619, 1599.2804357359914, 1581.0826457920818, 1574.2644891871257, 1574.0043397121472, 1574.0043397121472, 1573.8018668989196, 1570.927748289279, 1565.2615030241043, 1573.1851522509264, 1580.2715329452692, 1577.235984976589, 1569.4692586615224, 1577.4681051324517, 1548.634153933962, 1552.0300555157412, 1561.9523374102607, 1570.6568985993083, 1571.3881718995713, 1579.0175453882964, 1585.8789618454696, 1592.1092160898013, 1597.8134948662325, 1593.0706794457053, 1585.6830906959003, 1591.8958718129402, 1597.5912023125063, 1597.5912023125063, 1595.7345126539497, 1600.9560032983309, 1605.658763825823, 1603.2642935690665, 1607.9406546990153, 1613.2192023275177, 1618.1109509403707, 1622.671714597708, 1611.945282703065, 1616.9281890845339, 1598.5656370324195, 1604.5622894956089, 1603.067094540627, 1598.6766531237038, 1591.6225509342016, 1598.1561807522708, 1594.1096341161879, 1600.3877053028964, 1599.126554401552, 1585.9538327427565, 1592.9204288613682, 1592.9204288613682, 1586.1728640110566, 1592.9558310810066, 1599.1134766784376, 1604.6197694041982, 1602.692332707413, 1608.3757154487716, 1613.6066998133674, 1599.4511164032895, 1605.3486326589625, 1600.75763130535, 1606.4546827418144, 1611.7142973334628, 1616.58201698673, 1621.1123654371615, 1625.349643882318, 1625.349643882318, 1619.2945562433492, 1619.2945562433492, 1623.1573468199852, 1619.8051207296671, 1623.6109525015038, 1627.2237910931242, 1611.714379488696, 1582.628718386947, 1582.9594246166675, 1583.2217496993792, 1577.424850051359, 1585.1759836892277, 1585.132122136018, 1582.0587944504566, 1582.0521328875466, 1551.010541402764, 1561.5867115149447, 1555.7842624408634, 1558.6296850179074, 1561.0641209225214, 1570.1583301394305, 1578.1888177020337, 1585.3662119849512, 1585.2337319723335, 1585.2337319723335, 1582.0294194568733, 1565.3659773451868, 1561.0509011788624, 1540.133393535893, 1534.8427771899787, 1533.04540640518, 1525.4586463444946, 1527.008697100823, 1531.2408475897546, 1534.7494532038268, 1537.6633018547495, 1543.0887365041133, 1547.6864665555738, 1507.6080088383824, 1511.7724106602573, 1512.8337406945075, 1505.8585903050919, 1508.0643941481321, 1517.8319430366018, 1525.8954583134794, 1532.6353126782435, 1504.3269280650536, 1504.3269280650536, 1506.0714208292857, 1507.512812284839, 1516.6295750492502, 1514.0678759744794, 1512.5693756647022, 1516.5817109064506, 1525.8745171407465, 1530.5816531620947, 1523.5150650028813, 1528.5803344288768, 1529.8918958800084, 1530.984682313203, 1527.6344304614888, 1524.756987340375, 1529.368139018396, 1528.0419235898075, 1497.8355257685475, 1473.1465201842016, 1490.208686099235, 1489.966496195226, 1491.784839557354, 1489.277658371421, 1489.277658371421, 1491.2627158435812, 1487.994739209881, 1465.7330365437633, 1468.2098607143905, 1470.1641639389195, 1477.70584161663, 1483.743843605103, 1486.5783905240314, 1494.8418508658738, 1504.5036935420853, 1509.3486821341253, 1526.2951489340055, 1530.3468742894875, 1543.7272612771826, 1534.1092967170102, 1531.9320934107857, 1521.7529812301145, 1519.11925207239, 1519.11925207239]",1519.11925207239,True,False,350,18,4544,12.982857142857142,5112,14.605714285714285,105,0.3,201,0.5742857142857143,8,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",[2014],2007.0,,1627.2237910931242,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1462.0925797893112, 1462.6105679907735, 1462.5473853638582, 1461.939248307253, 1461.0517383155895, 1557.5676885107039, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",120.64493774389302,7184.6137538340545
